state,city,sb_race,sb_age,sb_marital_status,sb_education,sd_race,sd_age,sd_marital_status,sd_education,time_together,num_monthly_dates,Gifts?,Happy?,Satisfied with give/receive?,Am I getting enough effort/support?,Allowance Type,PPM/Weekly allowance,Allowance Amount,sample,nmd,allowance_amount,per_meet_amount
North Carolina,Asheville,Mixed,18-25,Single,High School Diploma,White / Caucasian,56-65,Divorced,Doctorate,4-6 months,1-2,No,9.0,7.0,5.0,Pay Per Meet (PPM),$900-$999,,sugar_baby,1.5,1425.0,950.0
North Carolina,Fayetteville,White / Caucasian,26-35,Single,Some College,White / Caucasian,56-65,Widow,Masters,More than 1 year,10+,No,2.0,1.0,3.0,Pay Per Meet (PPM),< $300,,sugar_baby,10.0,1500.0,150.0
North Carolina,Fayetteville,Latin / Hispanic,26-35,Married,Some College,Latin / Hispanic,26-35,Married,Associate Degree,More than 1 year,3-4,No,4.0,6.0,6.0,Pay Per Meet (PPM),$300-$399,,sugar_baby,3.5,1225.0,350.0
South Carolina,McBee,Black/African Descent,18-25,Single,Masters,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,Yes,10.0,8.0,10.0,Weekly Allowance,$300-$399,,sugar_baby,1.5,1400.0,933.3333333333334
South Carolina,Columbia,White / Caucasian,26-35,Married,High School Diploma,White / Caucasian,56-65,Married,Associate Degree,Less than a month,5-6,No,10.0,3.0,1.0,Pay Per Meet (PPM),< $300,,sugar_baby,5.5,825.0,150.0
South Carolina,Lexington,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,46-55,Divorced,Masters,Less than a month,3-4,"Yes, No",5.0,1.0,1.0,Gifts and Experiences,,"$1k- $1,999",sugar_baby,3.5,1500.0,428.57142857142856
South Carolina,Charleston,White / Caucasian,26-35,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,Less than a month,3-4,No,3.0,3.0,3.0,Weekly Allowance,$400-$499,,sugar_baby,3.5,1800.0,514.2857142857143
South Carolina,Mt. Pleasent,White / Caucasian,18-25,Single,Some College,White / Caucasian,56-65,Divorced,Masters,7-9 months,5-6,Yes,10.0,10.0,10.0,Weekly Allowance,$400-$499,,sugar_baby,5.5,1800.0,327.27272727272725
South Carolina,Greenville,Black/African Descent,18-25,Single,High School Diploma,White / Caucasian,46-55,Married,Masters,4-6 months,1-2,No,3.0,3.0,3.0,Pay Per Meet (PPM),$400-$499,,sugar_baby,1.5,675.0,450.0
Tennessee,Nashville,White / Caucasian,36-45,Open Relationship,Some College,White / Caucasian,56-65,Divorced,Bachelor Degree,More than 1 year,1-2,Yes,5.0,4.0,7.0,Monthly Allowance,,"$1k- $1,999",sugar_baby,1.5,1500.0,1000.0
Tennessee,Clarksville,Black/African Descent,36-45,Single,Some College,Black/African Descent,56-65,Married,Bachelor Degree,10-12 months,3-4,Yes,1.0,1.0,1.0,Monthly Allowance,,"$1k- $1,999",sugar_baby,3.5,1500.0,428.57142857142856
Tennessee,nashville,White / Caucasian,26-35,Single,Associate Degree,White / Caucasian,36-45,Single,Bachelor Degree,1-3 months,1-2,Yes,5.0,5.0,8.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,1.5,825.0,550.0
Tennessee,Chattanooga,White / Caucasian,18-25,Married,Bachelor Degree,Asian,26-35,Single,Masters,4-6 months,3-4,Yes,8.0,8.0,7.0,Weekly Allowance,$600-$699,,sugar_baby,3.5,2600.0,742.8571428571429
Tennessee,Chattanooga,White / Caucasian,18-25,Single,Associate Degree,White / Caucasian,36-45,Single,Doctorate,Less than a month,1-2,Yes,5.0,4.0,3.0,Gifts and Experiences,,"$1k- $1,999",sugar_baby,1.5,1500.0,1000.0
Tennessee,Nashville,White / Caucasian,36-45,Single,Some College,White / Caucasian,46-55,Married,Associate Degree,Less than a month,5-6,No,8.0,3.0,10.0,Pay Per Meet (PPM),$300-$399,,sugar_baby,5.5,1925.0,350.0
Alabama,Elberta,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,56-65,Divorced,Bachelor Degree,7-9 months,1-2,Yes,7.0,4.0,5.0,Monthly Allowance,,"$1k- $1,999",sugar_baby,1.5,1500.0,1000.0
Florida,Miami,Latin / Hispanic,36-45,Divorced,Masters,White / Caucasian,56-65,Married,Doctorate,More than 1 year,10+,Yes,9.0,9.0,10.0,Weekly Allowance,$800-$899,,sugar_baby,10.0,3400.0,340.0
Kentucky,Louisville,White / Caucasian,18-25,Single,Some College,,26-35,Single,Some College,More than 1 year,3-4,Yes,3.0,1.0,1.0,Weekly Allowance,$700-$799,,sugar_baby,3.5,3000.0,857.1428571428571
South Carolina,Greenville,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,Less than a month,1-2,Yes,5.0,2.0,2.0,Weekly Allowance,$500-$599,,sugar_baby,1.5,2200.0,1466.6666666666667
Florida,Destin,White / Caucasian,26-35,Single,Bachelor Degree,Asian,36-45,Divorced,Bachelor Degree,1-3 months,3-4,No,8.0,8.0,10.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,3.5,1925.0,550.0
Tennessee,Knoxville,White / Caucasian,26-35,Single,Masters,White / Caucasian,46-55,Single,Bachelor Degree,1-3 months,3-4,Yes,5.0,5.0,5.0,Pay Per Meet (PPM),$400-$499,,sugar_baby,3.5,1575.0,450.0
Tennessee,Nashville,Black/African Descent,26-35,Single,High School Diploma,White / Caucasian,46-55,Single,Some College,4-6 months,5-6,Yes,9.0,10.0,9.0,Monthly Allowance,,"$5k-$5,999",sugar_baby,5.5,5500.0,1000.0
Florida,Orlando,Latin / Hispanic,26-35,Single,High School Diploma,Asian,26-35,Single,Bachelor Degree,4-6 months,5-6,No,5.0,7.0,6.0,Monthly Allowance,,"$1k- $1,999",sugar_baby,5.5,1500.0,272.72727272727275
Alabama,Birmingham,White / Caucasian,46-55,Open Relationship,High School Diploma,White / Caucasian,56-65,Married,Bachelor Degree,Less than a month,1-2,No,7.0,7.0,8.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,1.5,2250.0,1500.0
Florida,Fort Lauderdale,Black/Hispanic,26-35,Single,Masters,White / Caucasian,46-55,Single,Bachelor Degree,More than 1 year,7-8,Yes,9.0,9.0,10.0,Weekly Allowance,"$2k-$2,999",,sugar_baby,7.5,10000.0,1333.3333333333333
North Carolina,Greensboro,Black/African Descent,18-25,Single,Some College,White / Caucasian,56-65,Single,Masters,Less than a month,1-2,Yes,9.0,9.0,9.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,1.5,2250.0,1500.0
Florida,Miami,Latin / Hispanic,26-35,Single,Associate Degree,White / Caucasian,36-45,Married,Doctorate,More than 1 year,1-2,No,2.0,1.0,1.0,Pay Per Meet (PPM),$900-$999,,sugar_baby,1.5,1425.0,950.0
Tennessee,Knoxville,Latin / Hispanic,26-35,Single,Some College,,46-55,Divorced,High School Diploma,1-3 months,5-6,Yes,6.0,5.0,5.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,5.5,3025.0,550.0
Georgia,Atlanta,Black/African Descent,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Divorced,Masters,1-3 months,3-4,Yes,10.0,8.0,8.0,Pay Per Meet (PPM),$400-$499,,sugar_baby,3.5,1575.0,450.0
Florida,Miami,Black/African Descent,18-25,Single,Doctorate,Asian,56-65,Single,Doctorate,1-3 months,3-4,Yes,7.0,10.0,10.0,Pay Per Meet (PPM),"$1k - $1,999",,sugar_baby,3.5,5250.0,1500.0
Tennessee,Nashville,Latin / Hispanic,26-35,Single,Bachelor Degree,Latin / Hispanic,46-55,Married,Bachelor Degree,1-3 months,1-2,No,8.0,7.0,9.0,Pay Per Meet (PPM),$600-$699,,sugar_baby,1.5,975.0,650.0
Georgia,Atlanta,Black/African Descent,26-35,Single,Bachelor Degree,White / Caucasian,76+,Widow,High School Diploma,More than 1 year,5-6,Yes,6.0,1.0,1.0,Weekly Allowance,"$1k - $1,999",,sugar_baby,5.5,6000.0,1090.909090909091
Louisiana,New Orleans,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Single,Masters,4-6 months,1-2,Yes,8.0,6.0,7.0,Monthly Allowance,,"$2k-$2,999",sugar_baby,1.5,2500.0,1666.6666666666667
North Carolina,Charlotte,Black/African Descent,26-35,Divorced,Bachelor Degree,Black/African Descent,46-55,Divorced,Masters,1-3 months,1-2,No,8.0,8.0,8.0,Pay Per Meet (PPM),$900-$999,,sugar_baby,1.5,1425.0,950.0
Georgia,Atlanta,Black/African Descent,18-25,Single,Some College,White / Caucasian,56-65,Single,Bachelor Degree,1-3 months,3-4,Yes,4.0,3.0,3.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,3.5,1925.0,550.0
Alabama,Birmingham,,18-25,Single,Bachelor Degree,,18-25,Single,Bachelor Degree,Less than a month,1-2,No,9.0,9.0,9.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,1.5,525.0,350.0
Alabama,Birmingham,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,36-45,Divorced,Some College,More than 1 year,5-6,Yes,10.0,10.0,10.0,Gifts and Experiences,,"$1k- $1,999",sugar_daddy,5.5,1500.0,272.72727272727275
Arkansas,Bentonville,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Married,Bachelor Degree,More than 1 year,7-8,Yes,10.0,8.0,9.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,7.5,1500.0,200.0
Arkansas,Jonesboro,,36-45,Single,Some College,White / Caucasian,36-45,Married,Bachelor Degree,1-3 months,3-4,Yes,8.0,7.0,8.0,Gifts and Experiences,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Florida,jacksonville,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,46-55,Single,Bachelor Degree,4-6 months,3-4,No,7.0,7.0,7.0,Pay Per Meet (PPM),< $300,,sugar_daddy,3.5,525.0,150.0
Florida,Naples,White / Caucasian,26-35,Divorced,High School Diploma,White / Caucasian,26-35,Single,Some College,10-12 months,3-4,Yes,4.0,7.0,2.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Florida,Pensacola,,18-25,Single,Some College,White / Caucasian,46-55,Married,Masters,More than 1 year,3-4,Yes,9.0,8.0,8.0,Pay Per Meet (PPM),$700-$799,,sugar_daddy,3.5,2625.0,750.0
Florida,Panama City,White / Caucasian,36-45,Open Relationship,Associate Degree,White / Caucasian,46-55,Married,Masters,10-12 months,1-2,"Yes, No",8.0,10.0,9.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,1.5,525.0,350.0
Florida,Jacksonville,Latin / Hispanic,18-25,Single,Bachelor Degree,White / Caucasian,46-55,Single,Masters,4-6 months,3-4,Yes,8.0,8.0,8.0,Pay Per Meet (PPM),$500-$599,,sugar_daddy,3.5,1925.0,550.0
Florida,Tampa,White / Caucasian,26-35,Single,Some College,White / Caucasian,36-45,Single,Some College,4-6 months,3-4,Yes,10.0,9.0,7.0,Monthly Allowance,,"$2k-$2,999",sugar_daddy,3.5,2500.0,714.2857142857143
Florida,Port St. Lucie,Latin / Hispanic,26-35,Single,Some College,White / Caucasian,66-75,Divorced,Masters,More than 1 year,3-4,Yes,9.0,10.0,9.0,Pay Per Meet (PPM),< $300,,sugar_daddy,3.5,525.0,150.0
Florida,Orlando,Latin / Hispanic,36-45,Divorced,High School Diploma,White / Caucasian,56-65,Divorced,Bachelor Degree,1-3 months,3-4,Yes,5.0,10.0,5.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,3.5,1575.0,450.0
Florida,Naples,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,56-65,Married,Masters,7-9 months,1-2,Yes,8.0,9.0,7.0,Pay Per Meet (PPM),$500-$599,,sugar_daddy,1.5,825.0,550.0
Florida,Miami,White / Caucasian,26-35,Single,Bachelor Degree,East Indian,46-55,Married,Masters,Less than a month,1-2,Yes,8.0,8.0,7.0,Pay Per Meet (PPM),$700-$799,,sugar_daddy,1.5,1125.0,750.0
Florida,Tampa,White / Caucasian,18-25,Single,Masters,White / Caucasian,46-55,Divorced,Masters,10-12 months,10+,Yes,8.0,8.0,10.0,Weekly Allowance,$400-$499,,sugar_daddy,10.0,1800.0,180.0
Florida,Miami,Mixed,26-35,Single,Bachelor Degree,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,Yes,8.0,6.0,8.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,1.5,675.0,450.0
Florida,West Palm Beach,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,36-45,Married,Masters,4-6 months,3-4,No,9.0,10.0,7.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,3.5,1575.0,450.0
Florida,Tampa,White / Caucasian,18-25,Divorced,Some College,White / Caucasian,56-65,Divorced,Associate Degree,More than 1 year,10+,Yes,8.0,9.0,8.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,10.0,1500.0,150.0
Florida,Manager,White / Caucasian,36-45,Single,Some College,White / Caucasian,36-45,Divorced,Bachelor Degree,1-3 months,5-6,Yes,7.0,5.0,5.0,Weekly Allowance,"$1k - $1,999",,sugar_daddy,5.5,6000.0,1090.909090909091
Florida,Lakeland,,26-35,Single,Some College,Latin / Hispanic,26-35,Divorced,Bachelor Degree,7-9 months,5-6,Yes,9.0,8.0,10.0,Monthly Allowance,,"$4k-$4,999",sugar_daddy,5.5,4500.0,818.1818181818181
Florida,Miami,Latin / Hispanic,18-25,Divorced,High School Diploma,White / Caucasian,56-65,Divorced,Masters,4-6 months,5-6,Yes,5.0,5.0,6.0,Gifts and Experiences,,"$4k-$4,999",sugar_daddy,5.5,4500.0,818.1818181818181
Florida,MÃ­ami,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Separated,Bachelor Degree,1-3 months,3-4,Yes,9.0,9.0,9.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Florida,Miami,Black/African Descent,26-35,Single,Some College,Black/African Descent,26-35,Single,Bachelor Degree,Less than a month,1-2,No,4.0,4.0,4.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,1.5,675.0,450.0
Florida,Miami,Latin / Hispanic,36-45,Single,High School Diploma,Latin / Hispanic,36-45,Single,Bachelor Degree,Less than a month,3-4,No,6.0,7.0,7.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Florida,miami,Mixed,18-25,Single,Some College,Mixed,26-35,Married,Masters,1-3 months,3-4,"Yes, No",10.0,9.0,9.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Florida,Lakeland,Latin / Hispanic,26-35,Single,Some College,White / Caucasian,46-55,Single,Masters,Less than a month,7-8,Yes,5.0,5.0,5.0,Pay Per Meet (PPM),$600-$699,,sugar_daddy,7.5,4875.0,650.0
Florida,Lakeland,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,46-55,Single,Doctorate,1-3 months,5-6,Yes,6.0,5.0,6.0,Pay Per Meet (PPM),$500-$599,,sugar_daddy,5.5,3025.0,550.0
Florida,Pensacola,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,66-75,Single,Masters,More than 1 year,3-4,Yes,10.0,10.0,10.0,Monthly Allowance,,"$2k-$2,999",sugar_daddy,3.5,2500.0,714.2857142857143
Florida,West Palm Beach,Latin / Hispanic,26-35,Single,Bachelor Degree,White / Caucasian,66-75,Married,Masters,10-12 months,3-4,Yes,8.0,10.0,10.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Florida,Walton,White / Caucasian,18-25,Open Relationship,Some College,White / Caucasian,36-45,Separated,Some College,1-3 months,1-2,Yes,4.0,4.0,4.0,Pay Per Meet (PPM),$500-$599,,sugar_daddy,1.5,825.0,550.0
Georgia,Atlanta,White / Caucasian,26-35,Divorced,Some College,White / Caucasian,56-65,Divorced,Masters,7-9 months,5-6,Yes,10.0,6.0,5.0,Monthly Allowance,,"$3k-$3,999",sugar_daddy,5.5,3500.0,636.3636363636364
Georgia,Atlanta,White / Caucasian,66-75,Open Relationship,Bachelor Degree,White / Caucasian,56-65,Married,Masters,7-9 months,9-10,Yes,6.0,8.0,8.0,Pay Per Meet (PPM),< $300,,sugar_daddy,9.5,1425.0,150.0
Georgia,Savannah,Latin / Hispanic,26-35,Single,Some College,White / Caucasian,36-45,Married,Bachelor Degree,1-3 months,3-4,Yes,8.0,8.0,8.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Georgia,Savannah,Na,26-35,Single,Bachelor Degree,Native American,36-45,Single,Bachelor Degree,1-3 months,1-2,Yes,7.0,5.0,9.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,1.5,525.0,350.0
Georgia,woodstock,Latin / Hispanic,26-35,Single,Less than High School,Latin / Hispanic,26-35,Single,Associate Degree,1-3 months,1-2,No,10.0,10.0,10.0,Pay Per Meet (PPM),< $300,,sugar_daddy,1.5,225.0,150.0
Georgia,Atlanta,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,56-65,Married,Masters,4-6 months,5-6,Yes,10.0,10.0,10.0,Monthly Allowance,,"$2k-$2,999",sugar_daddy,5.5,2500.0,454.54545454545456
Georgia,Atlanta,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,46-55,Married,Masters,Less than a month,1-2,No,6.0,10.0,10.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,1.5,525.0,350.0
Georgia,"Savannah, GA",,26-35,Single,Some College,Asian,26-35,Single,Bachelor Degree,More than 1 year,3-4,Yes,6.0,6.0,6.0,Gifts and Experiences,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Georgia,Marietta,White / Caucasian,26-35,Divorced,Some College,White / Caucasian,56-65,Divorced,Masters,More than 1 year,9-10,Yes,7.0,3.0,5.0,Weekly Allowance,$800-$899,,sugar_daddy,9.5,3400.0,357.89473684210526
Georgia,Atlanta,Latin / Hispanic,26-35,Single,Some College,White / Caucasian,46-55,Divorced,Masters,More than 1 year,3-4,Yes,9.0,9.0,9.0,Monthly Allowance,,"$2k-$2,999",sugar_daddy,3.5,2500.0,714.2857142857143
Georgia,Marietta,Latin / Hispanic,26-35,Single,Some College,White / Caucasian,36-45,Married,Bachelor Degree,1-3 months,3-4,Yes,5.0,5.0,6.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Georgia,Atlanta,White / Caucasian,36-45,Married,Doctorate,White / Caucasian,56-65,Married,Masters,More than 1 year,3-4,No,7.0,10.0,4.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Georgia,Atlanta,Latin / Hispanic,18-25,Single,Bachelor Degree,White / Caucasian,46-55,Married,Bachelor Degree,More than 1 year,3-4,Yes,8.0,8.0,6.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Georgia,Atlanta,Mixed,56-65,Separated,High School Diploma,Asian,36-45,Single,Associate Degree,7-9 months,5-6,No,1.0,1.0,1.0,Pay Per Meet (PPM),< $300,,sugar_daddy,5.5,825.0,150.0
Georgia,Atl,White / Caucasian,26-35,Single,Some College,White / Caucasian,66-75,Divorced,Masters,More than 1 year,3-4,No,6.0,6.0,5.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,3.5,1575.0,450.0
Kentucky,Louisville,,18-25,Single,High School Diploma,White / Caucasian,26-35,Single,Bachelor Degree,Less than a month,3-4,Yes,8.0,6.0,3.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,3.5,1575.0,450.0
Kentucky,Lexington,White / Caucasian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Single,Masters,4-6 months,3-4,Yes,10.0,10.0,10.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Louisiana,Baton Rouge,Black/African Descent,26-35,Single,Some College,Black/African Descent,46-55,Single,Some College,4-6 months,1-2,Yes,7.0,7.0,8.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,1.5,675.0,450.0
Louisiana,New Orleans,Black/African Descent,46-55,Open Relationship,Some College,Black/African Descent,46-55,Open Relationship,Bachelor Degree,More than 1 year,3-4,Yes,10.0,8.0,10.0,Gifts and Experiences,,"$1k- $1,999",sugar_daddy,3.5,1500.0,428.57142857142856
Louisiana,Shreveport,Asian,36-45,Single,High School Diploma,White / Caucasian,56-65,Single,Bachelor Degree,Less than a month,1-2,No,8.0,7.0,9.0,Pay Per Meet (PPM),< $300,,sugar_daddy,1.5,225.0,150.0
Mississippi,Oxford,White / Caucasian,18-25,Single,Some College,White / Caucasian,46-55,Married,Doctorate,1-3 months,3-4,No,10.0,10.0,10.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Mississippi,Gulfport,,18-25,Single,High School Diploma,Black/African Descent,36-45,Married,Masters,1-3 months,1-2,Yes,5.0,8.0,5.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,1.5,1500.0,1000.0
Mississippi,Oxford,White / Caucasian,36-45,Divorced,Associate Degree,White / Caucasian,46-55,Divorced,Doctorate,1-3 months,1-2,No,10.0,8.0,8.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,1.5,675.0,450.0
North Carolina,Fayetteville,,26-35,Separated,Some College,White / Caucasian,26-35,Single,Masters,4-6 months,3-4,"Yes, No",8.0,5.0,6.0,Pay Per Meet (PPM),< $300,,sugar_daddy,3.5,525.0,150.0
North Carolina,Raleigh,White / Caucasian,18-25,Single,Some College,White / Caucasian,46-55,Divorced,Bachelor Degree,Less than a month,5-6,No,8.0,7.0,8.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,5.5,1500.0,272.72727272727275
North Carolina,Charlotte,White / Caucasian,18-25,Single,Some College,White / Caucasian,26-35,Single,Bachelor Degree,1-3 months,7-8,Yes,8.0,8.0,8.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,7.5,1500.0,200.0
North Carolina,Wilmington,,18-25,Single,Some College,Latin / Hispanic,46-55,Single,Some College,1-3 months,5-6,Yes,7.0,8.0,8.0,Pay Per Meet (PPM),< $300,,sugar_daddy,5.5,825.0,150.0
North Carolina,Greensboro,White / Caucasian,36-45,Widow,Some College,White / Caucasian,46-55,Married,Masters,4-6 months,3-4,Yes,8.0,8.0,8.0,Monthly Allowance,,"$2k-$2,999",sugar_daddy,3.5,2500.0,714.2857142857143
North Carolina,Boone,White / Caucasian,18-25,Single,Some College,White / Caucasian,46-55,Married,Bachelor Degree,Less than a month,3-4,Yes,10.0,10.0,10.0,Monthly Allowance,,"$2k-$2,999",sugar_daddy,3.5,2500.0,714.2857142857143
North Carolina,Greensboro,Asian,18-25,Single,High School Diploma,White / Caucasian,56-65,Married,Bachelor Degree,1-3 months,3-4,Yes,6.0,5.0,5.0,Pay Per Meet (PPM),$700-$799,,sugar_daddy,3.5,2625.0,750.0
North Carolina,Greensboro,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,56-65,Married,Masters,More than 1 year,3-4,Yes,10.0,5.0,5.0,Weekly Allowance,$700-$799,,sugar_daddy,3.5,3000.0,857.1428571428571
North Carolina,Winston Salem,Latin / Hispanic,18-25,Single,Some College,White / Caucasian,46-55,Divorced,Masters,10-12 months,10+,Yes,10.0,10.0,10.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,10.0,1500.0,150.0
North Carolina,greenboro,,36-45,Single,Some College,White / Caucasian,36-45,Single,Bachelor Degree,Less than a month,1-2,Yes,4.0,5.0,5.0,Weekly Allowance,$600-$699,,sugar_daddy,1.5,2600.0,1733.3333333333333
North Carolina,Charlotte,White / Caucasian,26-35,Open Relationship,Bachelor Degree,White / Caucasian,56-65,Divorced,Bachelor Degree,More than 1 year,3-4,Yes,5.0,10.0,8.0,Pay Per Meet (PPM),$400-$499,,sugar_daddy,3.5,1575.0,450.0
North Carolina,Greensboro,Latin / Hispanic,26-35,Married,High School Diploma,White / Caucasian,56-65,Single,Associate Degree,More than 1 year,1-2,Yes,7.0,5.0,8.0,Pay Per Meet (PPM),< $300,,sugar_daddy,1.5,225.0,150.0
North Carolina,Raleigh,Asian,26-35,Single,Bachelor Degree,White / Caucasian,46-55,Single,Masters,1-3 months,3-4,Yes,7.0,6.0,6.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
North Carolina,raleigh,Latin / Hispanic,26-35,Single,Bachelor Degree,Latin / Hispanic,26-35,Single,Bachelor Degree,1-3 months,3-4,Yes,6.0,6.0,7.0,Pay Per Meet (PPM),$600-$699,,sugar_daddy,3.5,2275.0,650.0
North Carolina,Greensboro,White / Caucasian,36-45,Divorced,Bachelor Degree,White / Caucasian,46-55,Divorced,Bachelor Degree,More than 1 year,1-2,No,7.0,8.0,6.0,Pay Per Meet (PPM),$600-$699,,sugar_daddy,1.5,975.0,650.0
North Carolina,Morehead City,Asian,36-45,Married,Associate Degree,White / Caucasian,66-75,Married,Masters,More than 1 year,1-2,Yes,5.0,6.0,5.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,1.5,1500.0,1000.0
South Carolina,Myrtle beach,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,36-45,Single,Associate Degree,4-6 months,3-4,No,10.0,10.0,10.0,Pay Per Meet (PPM),< $300,,sugar_daddy,3.5,525.0,150.0
South Carolina,Columbia,White / Caucasian,26-35,Open Relationship,Associate Degree,White / Caucasian,26-35,Open Relationship,Some College,1-3 months,1-2,Yes,4.0,2.0,6.0,Gifts and Experiences,,"$1k- $1,999",sugar_daddy,1.5,1500.0,1000.0
South Carolina,Charleston,White / Caucasian,26-35,Single,High School Diploma,Black/African Descent,36-45,Single,Bachelor Degree,More than 1 year,1-2,Yes,5.0,5.0,5.0,Monthly Allowance,,"$1k- $1,999",sugar_daddy,1.5,1500.0,1000.0
South Carolina,Sumter,White / Caucasian,18-25,Single,Some College,White / Caucasian,26-35,Married,Some College,1-3 months,3-4,Yes,8.0,5.0,7.0,Weekly Allowance,< $300,,sugar_daddy,3.5,600.0,171.42857142857142
South Carolina,Myrtle beach,White / Caucasian,18-25,Single,High School Diploma,White / Caucasian,56-65,Single,Bachelor Degree,Less than a month,3-4,Yes,8.0,6.0,6.0,Pay Per Meet (PPM),< $300,,sugar_daddy,3.5,525.0,150.0
South Carolina,Charleston,White / Caucasian,26-35,Single,Bachelor Degree,Mixed,36-45,Single,Doctorate,Less than a month,1-2,No,8.0,7.0,9.0,Pay Per Meet (PPM),$700-$799,,sugar_daddy,1.5,1125.0,750.0
Tennessee,Clarksville,White / Caucasian,36-45,Single,Bachelor Degree,White / Caucasian,36-45,Separated,Bachelor Degree,1-3 months,3-4,Yes,9.0,7.0,6.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Tennessee,Clarksville,White / Caucasian,36-45,Divorced,Bachelor Degree,White / Caucasian,36-45,Separated,Bachelor Degree,1-3 months,1-2,No,8.0,10.0,10.0,Pay Per Meet (PPM),< $300,,sugar_daddy,1.5,225.0,150.0
Tennessee,Clarksville,White / Caucasian,26-35,Divorced,Some College,White / Caucasian,46-55,Separated,Bachelor Degree,10-12 months,3-4,No,5.0,5.0,7.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,3.5,1225.0,350.0
Tennessee,Clarksville,White / Caucasian,26-35,Single,Some College,White / Caucasian,36-45,Married,Bachelor Degree,4-6 months,1-2,No,8.0,5.0,7.0,Pay Per Meet (PPM),$300-$399,,sugar_daddy,1.5,525.0,350.0
