state,city,sb_race,sb_age,sb_marital_status,sb_education,sd_race,sd_age,sd_marital_status,sd_education,time_together,num_monthly_dates,Gifts?,Happy?,Satisfied with give/receive?,Am I getting enough effort/support?,Allowance Type,PPM/Weekly allowance,Allowance Amount,sample,nmd,allowance_amount,per_meet_amount
California,San Francisco,Asian,26-35,Single,Associate Degree,White / Caucasian,36-45,Married,Bachelor Degree,4-6 months,1-2,No,8.0,3.0,1.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,1.5,825.0,550.0
California,San Jose,Mixed,46-55,Open Relationship,Some College,White / Caucasian,46-55,Divorced,Some College,1-3 months,3-4,Yes,7.0,7.0,7.0,Pay Per Meet (PPM),$500-$599,,sugar_baby,3.5,1925.0,550.0
California,Irvine,White / Caucasian,18-25,Single,Bachelor Degree,White / Caucasian,66-75,Divorced,Bachelor Degree,More than 1 year,3-4,No,7.0,6.0,7.0,Pay Per Meet (PPM),$700-$799,,sugar_baby,3.5,2625.0,750.0
California,Los Ãngeles,Asian,18-25,Single,Bachelor Degree,White / Caucasian,56-65,Married,Doctorate,1-3 months,1-2,No,3.0,5.0,5.0,Pay Per Meet (PPM),$900-$999,,sugar_baby,1.5,1425.0,950.0
California,San Francisco,White / Caucasian,18-25,Single,Bachelor Degree,Asian,36-45,Married,Masters,1-3 months,3-4,Yes,8.0,9.0,9.0,Weekly Allowance,"$1k - $1,999",,sugar_baby,3.5,6000.0,1714.2857142857142
California,San Francisco,Latin / Hispanic,18-25,Single,Associate Degree,White / Caucasian,46-55,Divorced,Masters,4-6 months,5-6,No,5.0,5.0,5.0,Monthly Allowance,,"$4k-$4,999",sugar_baby,5.5,4500.0,818.1818181818181
California,Redding,White / Caucasian,26-35,Single,High School Diploma,White / Caucasian,26-35,Married,High School Diploma,1-3 months,3-4,No,3.0,1.0,1.0,Monthly Allowance,,"$1k- $1,999",sugar_baby,3.5,1500.0,428.57142857142856
California,LA,Asian,18-25,Single,Masters,White / Caucasian,56-65,Married,Doctorate,More than 1 year,3-4,Yes,9.0,9.0,9.0,Monthly Allowance,,$10k or more,sugar_baby,3.5,10000.0,2857.1428571428573
California,Montecito,White / Caucasian,18-25,Single,Doctorate,White / Caucasian,56-65,Open Relationship,Doctorate,More than 1 year,5-6,Yes,8.0,7.0,8.0,Gifts and Experiences,,$10k or more,sugar_baby,5.5,10000.0,1818.1818181818182
California,Los Angeles,Pacific Islander,26-35,Open Relationship,Masters,White / Caucasian,46-55,Married,Masters,10-12 months,3-4,Yes,7.0,9.0,7.0,Weekly Allowance,$3k or more,,sugar_baby,3.5,14000.0,4000.0
